"s0","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25","s26","s27","s28","s29","s30","s31","s32","s33","s34","s35","s36","s37","s38","s39","s40","s41","s42","s43","s44","s45","s46","s47","s48","s49","s50","s51","s52","s53","s54","s55","s56","s57","s58","s59","s60","s61","s62","s63","s64","s65","s66","s67"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00431586339233314,0.0083852305648944,0.0118478777967093,0.0145782718597959,0.0166094973460773,0.0183085921433508,0.0197408478286885,0.0209469279626594,0.0219607783774804,0.0228113980524055,0.0235235915914864,0.024121000646995,0.024518766413079,0.0248104453757203,0.0250500726010911,0.0252456539248967,0.0254044313182555,0.0255325661354101,0.0256559637922874,0.0257381718129246,0.0258013722768805,0.0258501705420174,0.0259074560452506,0.0259359623967121,0.0259547359016941,0.026051597233859,0.0266712480421701,0.0272432337918366,0.0276493319083222,0.0275564444240207,0.0276137042617868,0.0281274163189771,0.0286118457655094,0.0290705372052043,0.0294752635709923,0.0297928797816967,0.0300719635159281,0.0302902655947438,0.0305040862343061,0.0306851682971856,0.0308669859220846,0.0310187944092575,0.0312006281511817,0.0314860231198638,0.0317549131458751,0.0320180705318058
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00061907761508935,-0.0038718405288194,-0.00709779382303083,-0.00993526734936006,-0.0125271847534202,-0.0148821860972086,-0.0170435156915124,-0.0192812242649975,-0.0213692620815666,-0.0232616126445694,-0.0249732460249917,-0.0265486643289454,-0.0279705708065162,-0.0292817638100585,-0.0304283516252024,-0.0314576526093134,-0.0324238998413227,-0.0332816091413027
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137808456712644,0.00354438982633976,0.00552037299812844,0.00750926136498146,0.0102158711067515,0.0128856960534232,0.0157696735764411,0.0184274451160223,0.0208644417750235,0.0230830739997421,0.0251431494732414,0.0270174925229979,0.0286494122201738,0.0301450204857114,0.0315041629353129,0.0327502699790789,0.0338822515894803,0.034891600835391,0.0358008893078444,0.0366347236499388,0.0373937101606033
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00110130339669591,-0.0022679521131262,-0.00331977278766083,-0.00426928549783593,-0.00514403395814135,-0.00593270928355222,-0.00666067518648228,-0.00727193424112665,-0.00783531419831169,-0.00837789926468744,-0.00885323503880757
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106851312243977,0.00356353975413367,0.00542210664066406,0.00708960035579359,0.0086065865092552,0.00998910502599215,0.0115538059629061,0.0130082738507185,0.0142959056184934,0.0154654861194022,0.016534802829189,0.0175055068649578,0.018393726409548,0.0192247249274417,0.0199656980360374,0.0206340493156402,0.0212400948856608
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000630147594333901,0.00141456014094543,0.00216447129989739,0.0028387458830024,0.00346542121615204,0.00402621134897411,0.00454888769085356,0.00500850811203063,0.00564731763433943,0.00632046992504923,0.0069179179175357
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00410795159397411,-0.00794807886346938,-0.0114367248010177,-0.0144214195383747,-0.0169825299129193,-0.0193990490221584,-0.0216139483607023,-0.0236217506176433,-0.0254693939129471,-0.027176166205277,-0.0287479642273568,-0.0301347974416038,-0.0313844549850619,-0.0325402102065839,-0.0335790411317797,-0.0345423072715477,-0.0353727013709507,-0.0361781319379678,-0.0369646561700953,-0.03765595518863
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00127662280430833,0.00289914514210768,0.00429455986352904,0.00549458163443404,0.00652719864789444,0.00741644485249233,0.00820401192618052,0.00886626964010738,0.00943661150896115,0.00992954797758545,0.0103778025999333,0.0107488766539429,0.0110688745603034,0.0114362911876753,0.0110702440809014,0.0106955924589625,0.0104372793563312,0.0107212250772919,0.0111823754933753,0.0114258333197851,0.0116064712807012,0.0117895029445866,0.0119294173628385,0.011963912879579,0.011951159242098,0.0119665870263312,0.0120052872213437,0.0120156999874246,0.0120489408980214,0.0120550886402713,0.0120761147216497,0.0121587617167775,0.0122241471405183,0.0123062008156963
