"s0","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25","s26","s27","s28","s29","s30","s31","s32","s33","s34","s35","s36","s37","s38","s39","s40","s41","s42","s43","s44","s45","s46","s47","s48","s49","s50","s51","s52","s53","s54","s55","s56","s57","s58","s59","s60","s61","s62","s63","s64","s65","s66"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174923754803358,0.038611297664728,0.0578324875884181,0.0753461038846402,0.091303858766171,0.105843970685432,0.119092379136014,0.13116383549399,0.142425609886277,0.152870586962148,0.162394186759949,0.171050292112224,0.178995988828382,0.186365264559821,0.193355148719915,0.199511971824479,0.204519470314902,0.208090759867975,0.210806708714254,0.213281312582942,0.215812808525653,0.218374200543853,0.220998091857821,0.223955022024836,0.226508751320069,0.228692663462061,0.230716422186101,0.232561404801182,0.234247270119301,0.23578173263079,0.2371770369846,0.238448128949457,0.239606280034591,0.24066154258005,0.241623058387878,0.242499155772112,0.243297423078648,0.244024774517733,0.244687510059631,0.245291370002562,0.245813574543112,0.246332060815786,0.24680135867717,0.247227760710642,0.247615989816453
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00125472675454705,-0.00746975233543053,-0.0135968997405559,-0.0191778699932017,-0.0242382679096457,-0.0286460408733517,-0.0326054551088263,-0.035873157741899,-0.0388212416354046,-0.0416123718139478,-0.0441169691297002,-0.0463977508546743,-0.0484123427639755,-0.0503076225590471,-0.0520381501211626,-0.0536151824037976,-0.0550521325740865,-0.0563614293268615,-0.057554411862471,-0.0586414131252166,-0.0596318481922755,-0.0605342957377768,-0.0613565723305892,-0.0621058001371856,-0.0627355658457352,-0.0633618637808169,-0.063941711912662,-0.0644717935236803,-0.0649551239685704
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00198304623123585,-0.00729845823612089,-0.0111422626326062,-0.0139912501050447,-0.016593422853179,-0.019278242092727,-0.0221873358993879,-0.0247640991870628,-0.0271767134585266,-0.0292157144341881,-0.0310651220611918,-0.0327390200696809,-0.0342642038811759,-0.0356853512448038,-0.0369509146487461,-0.0381020670376068,-0.0391508277320641,-0.0401064110104965,-0.0409771023277144,-0.0417704437873928,-0.0424933069753964,-0.0431519529898554,-0.0437520867076781,-0.044298906200046,-0.0447971477558095,-0.0452205653297413,-0.0455967587847068,-0.0459352488672358,-0.0462428524815822,-0.0465229831323365
0,-0.00587859514711757,-0.129906296235427,-0.242915718190339,-0.345885694565794,-0.4397081020372,-0.521225161642976,-0.588088169633522,-0.645435876014813,-0.692025041072562,-0.731938954997901,-0.768307713254968,-0.801445571289107,-0.831639553347258,-0.857160753041514,-0.880038916433042,-0.900882486480747,-0.919874371088292,-0.937179069011129,-0.952946465264247,-0.967313129491003,-0.980405324920409,-0.992717963491597,-1.00407122004355,-1.01440902183884,-1.02382843958583,-1.03241106221937,-1.04023122831283,-1.04735667240384,-1.05384911168034,-1.05993898331474,-1.06562911390997,-1.07081121348678,-1.07552679588714,-1.07999347268152,-1.08600690199512,-1.09350480146616,-1.10019217211862,-1.10589929493048,-1.11053226483192,-1.1154423401771,-1.11991907330597,-1.12415529601849,-1.12778767690649,-1.13120903723178,-1.13422616791064,-1.13693804075177,-1.1392234383264,-1.14137390226623,-1.14333452458439,-1.1450738086036,-1.14670283715331,-1.1481898710076,-1.14954498179475,-1.15077971991228,-1.15190476803055,-1.1529298700203,-1.15386390477741,-1.15471496246119,-1.15549041452596,-1.15619697756654,-1.15684077149396,-1.15744454726248,-1.15802134910852,-1.15855296291059,-1.15903829230356,-1.15948066771218
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00444431869667791,-0.015642327032666,-0.0256115545250364,-0.0348312100123236,-0.0451759986000062,-0.0543764480362785,-0.0627948079175837,-0.0701620048198537,-0.0761744149553751,-0.0820384664549888,-0.0876251357428607,-0.0929814688416878,-0.0977643785491285,-0.10217894211339,-0.10620214628513,-0.109810910440096,-0.113153255904366,-0.116201379985531,-0.118978867138889,-0.121509618486647,-0.123815545349621,-0.125916620054327,-0.12783104107482,-0.129575390208328,-0.13116477617245,-0.132612965468052,-0.133932501618009,-0.135022627933334,-0.136107335489748,-0.137103470624844,-0.13801217544182,-0.138840304451762
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00215795651434073,-0.00613546096427819,-0.00983912637646474,-0.013415303434507,-0.0167537579279934,-0.0198738667313046,-0.0226970688937511,-0.0252690648915316,-0.0276095609404619,-0.0297453348582757,-0.0316911887228476,-0.0334641660583847,-0.0350796364713492,-0.0365515929424109,-0.0378927848596744,-0.0391148289838094,-0.0402283100760848,-0.041242872577008,-0.042167304141601,-0.0430096117538356,-0.0437592264640586,-0.0444533313405414,-0.0450856975308363,-0.0456618818622697,-0.0461868901531783
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00192215914179151,-0.00654777539223279,-0.0108565500054142,-0.0148361013953661,-0.0184541023064449,-0.0217503799432335,-0.024746025013841,-0.0274829597611309,-0.0299770972351878,-0.032249693364826,-0.0343204009527006,-0.0362071528027064,-0.0379262908360492,-0.0394927053860609,-0.0409199639847809,-0.0422204288632889,-0.0434053640262223,-0.044485032815099,-0.0455062126077329,-0.0464308696633218,-0.0472724464195027,-0.0480392377950405,-0.0487379197166321
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00160511176055439,0.00742825147974335,0.0119351547405803,0.0160472365692326,0.0197556277773716,0.0231505387229145,0.0261947615384131,0.028945231390268,0.0313799584060872,0.03357779864435,0.0355735182550074,0.0373920705550945,0.0390657889130329,0.0405762788884771,0.0419506018206923,0.0432026573042027,0.0443434698262504,0.0453829346743559,0.0463300562539313,0.0471930381571257,0.0479793551261007,0.0486958178627011,0.0493486320244337,0.049943451975269,0.0505994498044818,0.0511773944973533,0.051702566784536,0.0521805465365755,0.0526159148379332
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000282617112452449,-0.000844228591223791,-0.00134002192976669,-0.00179168549427619,-0.00220317399978968,-0.00257808804442482
0,0,0,0,0,0,-0.03836926093794,-0.134867697796898,-0.221962071969242,-0.304362066888633,-0.38080571400973,-0.450457594392843,-0.513921793672813,-0.571748008403412,-0.619449728111413,-0.661945094204906,-0.700669107741382,-0.735952986777453,-0.768102343246407,-0.797395639494,-0.824086600038663,-0.848406302960032,-0.874520809911095,-0.899511610848674,-0.922270088403303,-0.943006754985211,-0.961901233252491,-0.979117178145864,-0.994803705944041,-1.00909668584651,-1.02179479102498,-1.03309990448512,-1.04340740640257,-1.05278699183827,-1.06138244352512,-1.06994284499858,-1.07874250601473,-1.08674500835753,-1.09388196314986,-1.09987302507765,-1.10532587980511,-1.11028587909592,-1.11475835953736,-1.11879429292062,-1.1223694565205,-1.12553762363887,-1.12775203189741,-1.12949797648361,-1.1311216147219,-1.132602100688,-1.13398889583336,-1.13521780766371,-1.13633466661812,-1.13735208803813,-1.13827910783178,-1.13912377246055,-1.13989339931302,-1.14059465462948,-1.14123361235577,-1.14181580683865,-1.14234628076827,-1.14285715737158,-1.14337914825452,-1.14384376294871,-1.14426201182468,-1.14464184450156,-1.14498765427102
