V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00431586339233336,0.00838523056489429,0.01184787779671,0.0145782718597969,0.0166094973460776,0.0183085921433507,0.0197408478286886,0.0209469279626596,0.021960778377481,0.0228113980524063,0.0235235915914869,0.024121000646996,0.0245187664130797,0.024810445375721,0.0250500726010921,0.0252456539248976,0.0254044313182562,0.0255325661354109,0.0256559637922885,0.0257381718129252,0.0258013722768817,0.0258501705420185,0.0259074560452507,0.0259359623967121,0.0259547359016943,0.0260515972338586,0.0266712480421703,0.0272432337918369,0.0276493319083223,0.0275564444240214,0.0276137042617875,0.0281274163189773,0.0286118457655097,0.029070537205204,0.0294752635709921,0.0297928797816974,0.0300719635159286,0.0302902655947441,0.0305040862343063,0.030685168297185,0.030866985922084,0.0310187944092573,0.0312006281511817,0.0314860231198634,0.0317549131458744,0.0320180705318046
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000619077615090192,-0.00387184052882023,-0.00709779382303194,-0.00993526734936114,-0.0125271847534212,-0.0148821860972088,-0.0170435156915128,-0.0192812242649974,-0.0213692620815664,-0.0232616126445692,-0.0249732460249918,-0.0265486643289453,-0.0279705708065159,-0.029281763810058,-0.0304283516252018,-0.0314576526093128,-0.0324238998413228,-0.0332816091413026
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137808456712699,0.00354438982634039,0.00552037299812935,0.00750926136498318,0.0102158711067534,0.0128856960534242,0.015769673576442,0.0184274451160237,0.0208644417750252,0.0230830739997436,0.0251431494732437,0.0270174925229997,0.0286494122201752,0.0301450204857126,0.0315041629353141,0.0327502699790804,0.0338822515894813,0.0348916008353921,0.0358008893078455,0.0366347236499397,0.0373937101606046
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00110130339669165,-0.00226795211312222,-0.0033197727876566,-0.00426928549783134,-0.00514403395813644,-0.00593270928354715,-0.00666067518647705,-0.00727193424112163,-0.00783531419830606,-0.00837789926468153,-0.00885323503880116
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106851312244068,0.00356353975413478,0.00542210664066597,0.00708960035579539,0.00860658650925718,0.00998910502599394,0.0115538059629059,0.0130082738507189,0.0142959056184943,0.0154654861194033,0.0165348028291904,0.0175055068649591,0.0183937264095497,0.0192247249274434,0.0199656980360395,0.0206340493156424,0.0212400948856629
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000630147594337254,0.00141456014094887,0.00216447129990072,0.00283874588300582,0.00346542121615606,0.00402621134897836,0.00454888769085794,0.00500850811203533,0.00564731763434196,0.00632046992505213,0.00691791791753841
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00410795159397504,-0.00794807886347015,-0.0114367248010185,-0.0144214195383752,-0.0169825299129192,-0.0193990490221586,-0.0216139483607029,-0.0236217506176435,-0.025469393912948,-0.0271761662052781,-0.028747964227358,-0.0301347974416051,-0.0313844549850634,-0.0325402102065861,-0.0335790411317823,-0.0345423072715502,-0.0353727013709536,-0.0361781319379705,-0.0369646561700975,-0.037655955188632
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00127662280430747,0.00289914514210725,0.00429455986352906,0.0054945816344344,0.00652719864789465,0.00741644485249307,0.00820401192618191,0.00886626964010882,0.00943661150896273,0.00992954797758664,0.0103778025999343,0.0107488766539435,0.0110688745603041,0.0114362911876762,0.0110702440809025,0.010695592458963,0.0104372793563317,0.0107212250772926,0.0111823754933766,0.0114258333197861,0.0116064712807024,0.0117895029445875,0.0119294173628395,0.0119639128795796,0.0119511592420977,0.0119665870263309,0.0120052872213436,0.0120156999874247,0.0120489408980213,0.012055088640271,0.0120761147216501,0.0121587617167779,0.0122241471405176,0.0123062008156957
